Epoch: 1/200, Duration: 10.746s, Train Loss: 5.3342, Test Loss: 0.8446
Epoch: 236/300, Duration: 5.093s, Train Loss: 2.1696, Test Loss: 0.4525
Epoch: 237/300, Duration: 4.384s, Train Loss: 2.1750, Test Loss: 0.4526
Epoch: 238/300, Duration: 4.587s, Train Loss: 2.1710, Test Loss: 0.4500
Epoch: 239/300, Duration: 5.460s, Train Loss: 2.1650, Test Loss: 0.4467
Epoch: 240/300, Duration: 5.287s, Train Loss: 2.1579, Test Loss: 0.4443
Epoch: 241/300, Duration: 5.084s, Train Loss: 2.1529, Test Loss: 0.4435
Epoch: 242/300, Duration: 5.151s, Train Loss: 2.1506, Test Loss: 0.4444
Epoch: 243/300, Duration: 5.526s, Train Loss: 2.1504, Test Loss: 0.4454
Epoch: 244/300, Duration: 4.652s, Train Loss: 2.1483, Test Loss: 0.4467
Epoch: 245/300, Duration: 4.384s, Train Loss: 2.1510, Test Loss: 0.4476
Epoch: 246/300, Duration: 4.840s, Train Loss: 2.1453, Test Loss: 0.4483
Epoch: 247/300, Duration: 4.729s, Train Loss: 2.1447, Test Loss: 0.4473
Epoch: 248/300, Duration: 4.784s, Train Loss: 2.1436, Test Loss: 0.4450
Epoch: 249/300, Duration: 4.986s, Train Loss: 2.1426, Test Loss: 0.4387
Epoch: 250/300, Duration: 5.092s, Train Loss: 2.1339, Test Loss: 0.4323
Epoch: 251/300, Duration: 4.762s, Train Loss: 2.1275, Test Loss: 0.4314
Epoch: 252/300, Duration: 4.270s, Train Loss: 2.1230, Test Loss: 0.4329
Epoch: 253/300, Duration: 4.694s, Train Loss: 2.1253, Test Loss: 0.4328
Epoch: 254/300, Duration: 4.793s, Train Loss: 2.1434, Test Loss: 0.4337
Epoch: 255/300, Duration: 4.213s, Train Loss: 2.1354, Test Loss: 0.4230
Epoch: 256/300, Duration: 5.148s, Train Loss: 2.1234, Test Loss: 0.4222
Epoch: 257/300, Duration: 4.442s, Train Loss: 2.1315, Test Loss: 0.4308
Epoch: 258/300, Duration: 4.687s, Train Loss: 2.1395, Test Loss: 0.4373
Epoch: 259/300, Duration: 4.742s, Train Loss: 2.1401, Test Loss: 0.4374
Epoch: 260/300, Duration: 4.647s, Train Loss: 2.1390, Test Loss: 0.4505
Epoch: 261/300, Duration: 4.988s, Train Loss: 2.1543, Test Loss: 0.4597
Epoch: 262/300, Duration: 4.914s, Train Loss: 2.1694, Test Loss: 0.4686
Epoch: 263/300, Duration: 5.489s, Train Loss: 2.1743, Test Loss: 0.4726
Epoch: 264/300, Duration: 5.177s, Train Loss: 2.1658, Test Loss: 0.4727
Epoch: 265/300, Duration: 4.693s, Train Loss: 2.1676, Test Loss: 0.4737
Epoch: 266/300, Duration: 4.639s, Train Loss: 2.1673, Test Loss: 0.4730
Epoch: 267/300, Duration: 5.055s, Train Loss: 2.1698, Test Loss: 0.4683
Epoch: 268/300, Duration: 4.678s, Train Loss: 2.1621, Test Loss: 0.4618
Epoch: 269/300, Duration: 4.986s, Train Loss: 2.1609, Test Loss: 0.4557
Epoch: 270/300, Duration: 4.977s, Train Loss: 2.1562, Test Loss: 0.4466
Epoch: 271/300, Duration: 5.021s, Train Loss: 2.1436, Test Loss: 0.4398
Epoch: 272/300, Duration: 4.910s, Train Loss: 2.1452, Test Loss: 0.4358
Epoch: 273/300, Duration: 4.959s, Train Loss: 2.1417, Test Loss: 0.4318
Epoch: 274/300, Duration: 5.436s, Train Loss: 2.1368, Test Loss: 0.4278
Epoch: 275/300, Duration: 4.850s, Train Loss: 2.1350, Test Loss: 0.4242
Epoch: 276/300, Duration: 5.088s, Train Loss: 2.1348, Test Loss: 0.4222
Epoch: 277/300, Duration: 5.117s, Train Loss: 2.1365, Test Loss: 0.4209
Epoch: 278/300, Duration: 4.869s, Train Loss: 2.1443, Test Loss: 0.4204
Epoch: 279/300, Duration: 4.837s, Train Loss: 2.1417, Test Loss: 0.4187
Epoch: 280/300, Duration: 4.715s, Train Loss: 2.1351, Test Loss: 0.4184
Epoch: 281/300, Duration: 4.904s, Train Loss: 2.1336, Test Loss: 0.4206
Epoch: 282/300, Duration: 4.684s, Train Loss: 2.1389, Test Loss: 0.4225
Epoch: 283/300, Duration: 4.657s, Train Loss: 2.1359, Test Loss: 0.4222
Epoch: 284/300, Duration: 5.170s, Train Loss: 2.1339, Test Loss: 0.4212
Epoch: 285/300, Duration: 4.279s, Train Loss: 2.1440, Test Loss: 0.4259
Epoch: 286/300, Duration: 5.625s, Train Loss: 2.1468, Test Loss: 0.4337
Epoch: 287/300, Duration: 4.756s, Train Loss: 2.1501, Test Loss: 0.4398
Epoch: 288/300, Duration: 4.837s, Train Loss: 2.1529, Test Loss: 0.4401
Epoch: 289/300, Duration: 4.610s, Train Loss: 2.1644, Test Loss: 0.4428
Epoch: 290/300, Duration: 5.531s, Train Loss: 2.1875, Test Loss: 0.4518
Epoch: 291/300, Duration: 5.340s, Train Loss: 2.1878, Test Loss: 0.4606
Epoch: 292/300, Duration: 4.588s, Train Loss: 2.1904, Test Loss: 0.4665
Epoch: 293/300, Duration: 4.676s, Train Loss: 2.1985, Test Loss: 0.4683
Epoch: 294/300, Duration: 5.180s, Train Loss: 2.2146, Test Loss: 0.4664
Epoch: 295/300, Duration: 5.084s, Train Loss: 2.2290, Test Loss: 0.4691
Epoch: 296/300, Duration: 5.286s, Train Loss: 2.2672, Test Loss: 0.4797
Epoch: 297/300, Duration: 5.004s, Train Loss: 2.2989, Test Loss: 0.4866
Epoch: 298/300, Duration: 4.752s, Train Loss: 2.3073, Test Loss: 0.4891
Epoch: 299/300, Duration: 4.967s, Train Loss: 2.3081, Test Loss: 0.4903
Epoch: 300/300, Duration: 4.147s, Train Loss: 2.2997, Test Loss: 0.4918
Epoch: 1/400, Duration: 6.078s, Train Loss: 16.7856, Test Loss: 1.0806
Epoch: 2/400, Duration: 6.277s, Train Loss: 10.1111, Test Loss: 0.6910
Epoch: 3/400, Duration: 6.547s, Train Loss: 8.3400, Test Loss: 0.5225
Epoch: 4/400, Duration: 5.943s, Train Loss: 7.3851, Test Loss: 0.6971
Epoch: 5/400, Duration: 6.254s, Train Loss: 6.8582, Test Loss: 0.5444
Epoch: 6/400, Duration: 6.366s, Train Loss: 6.7130, Test Loss: 0.8237
Epoch: 7/400, Duration: 5.983s, Train Loss: 5.8893, Test Loss: 0.5149
Epoch: 8/400, Duration: 6.594s, Train Loss: 5.3978, Test Loss: 0.4108
Epoch: 9/400, Duration: 6.154s, Train Loss: 5.2620, Test Loss: 0.3718
Epoch: 10/400, Duration: 6.147s, Train Loss: 5.9299, Test Loss: 0.7330
Epoch: 11/400, Duration: 6.118s, Train Loss: 6.1617, Test Loss: 0.7185
Epoch: 12/400, Duration: 6.022s, Train Loss: 5.5100, Test Loss: 0.6500
Epoch: 13/400, Duration: 6.100s, Train Loss: 5.5077, Test Loss: 0.8583
Epoch: 14/400, Duration: 6.272s, Train Loss: 5.1914, Test Loss: 0.7325
Epoch: 15/400, Duration: 6.320s, Train Loss: 4.9005, Test Loss: 0.7460
Epoch: 16/400, Duration: 6.085s, Train Loss: 4.8527, Test Loss: 0.8112
Epoch: 17/400, Duration: 6.336s, Train Loss: 4.6170, Test Loss: 0.7425
Epoch: 18/400, Duration: 6.113s, Train Loss: 4.6335, Test Loss: 0.8150
Epoch: 19/400, Duration: 6.563s, Train Loss: 4.6355, Test Loss: 0.7066
Epoch: 20/400, Duration: 5.764s, Train Loss: 4.4489, Test Loss: 0.6603
Epoch: 21/400, Duration: 6.046s, Train Loss: 4.3638, Test Loss: 0.6615
Epoch: 22/400, Duration: 6.206s, Train Loss: 4.1523, Test Loss: 0.8200
Epoch: 23/400, Duration: 6.070s, Train Loss: 3.7897, Test Loss: 0.8531
Epoch: 24/400, Duration: 6.446s, Train Loss: 3.6337, Test Loss: 0.5979
Epoch: 25/400, Duration: 6.457s, Train Loss: 3.7021, Test Loss: 1.1612
Epoch: 26/400, Duration: 6.216s, Train Loss: 4.0201, Test Loss: 0.8722
Epoch: 27/400, Duration: 5.990s, Train Loss: 3.9560, Test Loss: 0.9156
Epoch: 28/400, Duration: 6.741s, Train Loss: 3.7065, Test Loss: 0.6640
Epoch: 29/400, Duration: 5.663s, Train Loss: 3.4820, Test Loss: 0.8978
Epoch: 30/400, Duration: 6.505s, Train Loss: 3.4048, Test Loss: 0.5864
Epoch: 31/400, Duration: 6.172s, Train Loss: 3.2284, Test Loss: 0.5597
Epoch: 32/400, Duration: 6.378s, Train Loss: 3.0718, Test Loss: 0.5645
Epoch: 33/400, Duration: 5.893s, Train Loss: 4.1133, Test Loss: 0.5617
Epoch: 34/400, Duration: 6.395s, Train Loss: 3.4149, Test Loss: 0.7953
Epoch: 35/400, Duration: 6.180s, Train Loss: 3.4955, Test Loss: 1.1128
Epoch: 36/400, Duration: 6.448s, Train Loss: 83.3131, Test Loss: 1.1347
Epoch: 37/400, Duration: 6.301s, Train Loss: 4.4982, Test Loss: 0.8199
Epoch: 38/400, Duration: 5.809s, Train Loss: 3.7194, Test Loss: 0.6841
Epoch: 39/400, Duration: 6.693s, Train Loss: 3.4404, Test Loss: 0.8930
Epoch: 40/400, Duration: 5.980s, Train Loss: 3.5907, Test Loss: 1.2097
Epoch: 41/400, Duration: 6.428s, Train Loss: 3.4791, Test Loss: 0.7660
Epoch: 42/400, Duration: 6.283s, Train Loss: 3.2401, Test Loss: 0.6229
Epoch: 43/400, Duration: 6.895s, Train Loss: 3.3708, Test Loss: 1.0669
Epoch: 44/400, Duration: 6.062s, Train Loss: 3.2411, Test Loss: 0.8261
Epoch: 45/400, Duration: 6.566s, Train Loss: 3.1889, Test Loss: 1.0513
Epoch: 46/400, Duration: 6.124s, Train Loss: 3.2108, Test Loss: 0.9556
Epoch: 47/400, Duration: 6.477s, Train Loss: 3.0456, Test Loss: 0.8093
Epoch: 48/400, Duration: 5.944s, Train Loss: 3.0943, Test Loss: 0.8564
Epoch: 49/400, Duration: 6.350s, Train Loss: 3.0659, Test Loss: 0.6317
Epoch: 50/400, Duration: 6.661s, Train Loss: 2.9996, Test Loss: 0.6921
Epoch: 51/400, Duration: 6.583s, Train Loss: 3.0509, Test Loss: 1.3792
Epoch: 52/400, Duration: 6.696s, Train Loss: 3.2585, Test Loss: 0.6929
Epoch: 53/400, Duration: 6.909s, Train Loss: 3.1196, Test Loss: 0.9080
Epoch: 54/400, Duration: 5.971s, Train Loss: 3.0713, Test Loss: 0.6310
Epoch: 55/400, Duration: 6.583s, Train Loss: 3.0715, Test Loss: 0.7331
Epoch: 56/400, Duration: 6.541s, Train Loss: 3.2685, Test Loss: 0.5907
Epoch: 57/400, Duration: 6.437s, Train Loss: 3.1478, Test Loss: 0.5082
Epoch: 58/400, Duration: 6.611s, Train Loss: 3.1140, Test Loss: 0.4864
Epoch: 59/400, Duration: 6.774s, Train Loss: 3.3626, Test Loss: 0.8358
Epoch: 60/400, Duration: 6.518s, Train Loss: 3.0967, Test Loss: 0.5308
Epoch: 61/400, Duration: 6.684s, Train Loss: 3.0625, Test Loss: 0.5833
Epoch: 62/400, Duration: 6.837s, Train Loss: 3.1661, Test Loss: 0.6241
Epoch: 63/400, Duration: 6.468s, Train Loss: 3.0927, Test Loss: 0.5216
Epoch: 64/400, Duration: 6.777s, Train Loss: 2.8865, Test Loss: 0.5463
Epoch: 65/400, Duration: 6.475s, Train Loss: 2.9831, Test Loss: 0.5183
Epoch: 66/400, Duration: 6.727s, Train Loss: 2.9061, Test Loss: 0.4434
Epoch: 67/400, Duration: 6.363s, Train Loss: 2.6356, Test Loss: 0.5823
Epoch: 68/400, Duration: 7.358s, Train Loss: 3.0059, Test Loss: 0.7999
Epoch: 69/400, Duration: 6.385s, Train Loss: 3.1030, Test Loss: 0.5960
Epoch: 70/400, Duration: 6.829s, Train Loss: 3.2818, Test Loss: 0.6476
Epoch: 71/400, Duration: 7.076s, Train Loss: 2.9358, Test Loss: 0.9492
Epoch: 72/400, Duration: 6.264s, Train Loss: 2.8599, Test Loss: 0.5569
Epoch: 73/400, Duration: 6.955s, Train Loss: 2.8653, Test Loss: 0.6075
Epoch: 74/400, Duration: 6.551s, Train Loss: 3.1114, Test Loss: 0.6454
Epoch: 75/400, Duration: 6.783s, Train Loss: 2.8928, Test Loss: 0.5317
Epoch: 76/400, Duration: 6.442s, Train Loss: 2.8153, Test Loss: 0.5133
Epoch: 77/400, Duration: 6.560s, Train Loss: 2.8610, Test Loss: 0.6355
Epoch: 78/400, Duration: 6.868s, Train Loss: 3.5805, Test Loss: 1.2382
Epoch: 79/400, Duration: 6.112s, Train Loss: 3.6712, Test Loss: 1.1990
Epoch: 80/400, Duration: 6.212s, Train Loss: 3.3333, Test Loss: 1.2075
Epoch: 81/400, Duration: 6.841s, Train Loss: 3.3500, Test Loss: 1.2362
Epoch: 82/400, Duration: 6.123s, Train Loss: 3.2009, Test Loss: 0.9600
Epoch: 83/400, Duration: 6.521s, Train Loss: 3.4295, Test Loss: 0.7514
Epoch: 84/400, Duration: 6.409s, Train Loss: 2.7550, Test Loss: 0.5785
Epoch: 85/400, Duration: 6.281s, Train Loss: 2.6892, Test Loss: 1.0071
Epoch: 86/400, Duration: 6.418s, Train Loss: 2.8735, Test Loss: 0.6452
Epoch: 87/400, Duration: 6.472s, Train Loss: 2.7080, Test Loss: 0.9675
Epoch: 88/400, Duration: 6.785s, Train Loss: 2.9142, Test Loss: 0.6946
Epoch: 89/400, Duration: 6.426s, Train Loss: 2.7119, Test Loss: 0.5806
Epoch: 90/400, Duration: 6.341s, Train Loss: 2.5656, Test Loss: 0.5254
Epoch: 91/400, Duration: 6.868s, Train Loss: 2.4006, Test Loss: 0.5128
Epoch: 92/400, Duration: 6.382s, Train Loss: 2.5094, Test Loss: 0.5457
Epoch: 93/400, Duration: 6.326s, Train Loss: 2.7064, Test Loss: 0.7016
Epoch: 94/400, Duration: 6.826s, Train Loss: 2.6891, Test Loss: 0.5355
Epoch: 95/400, Duration: 6.109s, Train Loss: 2.7192, Test Loss: 0.5927
Epoch: 96/400, Duration: 6.253s, Train Loss: 2.4287, Test Loss: 0.7349
Epoch: 97/400, Duration: 7.181s, Train Loss: 2.5912, Test Loss: 0.6043
Epoch: 98/400, Duration: 6.919s, Train Loss: 2.4904, Test Loss: 0.6319
Epoch: 99/400, Duration: 5.933s, Train Loss: 2.4774, Test Loss: 0.4931
Epoch: 100/400, Duration: 6.467s, Train Loss: 2.4921, Test Loss: 0.4765
Epoch: 101/400, Duration: 6.339s, Train Loss: 2.3894, Test Loss: 0.5215
Epoch: 102/400, Duration: 6.440s, Train Loss: 2.5182, Test Loss: 0.4101
Epoch: 103/400, Duration: 6.700s, Train Loss: 2.3150, Test Loss: 0.4313
Epoch: 104/400, Duration: 6.256s, Train Loss: 2.5594, Test Loss: 0.7629
Epoch: 105/400, Duration: 6.400s, Train Loss: 18176.6180, Test Loss: 0.8575
Epoch: 106/400, Duration: 6.035s, Train Loss: 3.8110, Test Loss: 0.8414
Epoch: 107/400, Duration: 6.449s, Train Loss: 3.4287, Test Loss: 0.9847
Epoch: 108/400, Duration: 6.107s, Train Loss: 3.2254, Test Loss: 0.9040
Epoch: 109/400, Duration: 6.703s, Train Loss: 3.0736, Test Loss: 0.8924
Epoch: 110/400, Duration: 6.241s, Train Loss: 3.0425, Test Loss: 1.0299
Epoch: 111/400, Duration: 6.960s, Train Loss: 3.2673, Test Loss: 1.1298
Epoch: 112/400, Duration: 6.679s, Train Loss: 3.1794, Test Loss: 1.1069
Epoch: 113/400, Duration: 6.356s, Train Loss: 3.0510, Test Loss: 0.9767
Epoch: 114/400, Duration: 6.824s, Train Loss: 2.9091, Test Loss: 0.8650
Epoch: 115/400, Duration: 5.946s, Train Loss: 2.8116, Test Loss: 0.8361
Epoch: 116/400, Duration: 6.313s, Train Loss: 2.7991, Test Loss: 0.8133
Epoch: 117/400, Duration: 6.111s, Train Loss: 44.9492, Test Loss: 1.0648
Epoch: 118/400, Duration: 6.537s, Train Loss: 3.0560, Test Loss: 1.0090
Epoch: 119/400, Duration: 6.005s, Train Loss: 3.0261, Test Loss: 0.9543
Epoch: 120/400, Duration: 6.671s, Train Loss: 3.0222, Test Loss: 0.8786
Epoch: 121/400, Duration: 6.698s, Train Loss: 2.8713, Test Loss: 0.7203
Epoch: 122/400, Duration: 6.542s, Train Loss: 2.6602, Test Loss: 0.6026
Epoch: 123/400, Duration: 6.203s, Train Loss: 2.6488, Test Loss: 0.6682
Epoch: 124/400, Duration: 7.154s, Train Loss: 2.6064, Test Loss: 0.6273
Epoch: 125/400, Duration: 5.905s, Train Loss: 2.5545, Test Loss: 0.6133
Epoch: 126/400, Duration: 6.569s, Train Loss: 2.5214, Test Loss: 0.6150
Epoch: 127/400, Duration: 5.920s, Train Loss: 2.5064, Test Loss: 0.5684
Epoch: 128/400, Duration: 6.294s, Train Loss: 2.5083, Test Loss: 0.7061
Epoch: 129/400, Duration: 7.029s, Train Loss: 2.5825, Test Loss: 0.6618
Epoch: 130/400, Duration: 6.777s, Train Loss: 2.5392, Test Loss: 0.6509
Epoch: 131/400, Duration: 6.544s, Train Loss: 2.6425, Test Loss: 0.9570
Epoch: 132/400, Duration: 6.274s, Train Loss: 2.7429, Test Loss: 0.8106
Epoch: 133/400, Duration: 6.452s, Train Loss: 2.6224, Test Loss: 0.7598
Epoch: 134/400, Duration: 6.668s, Train Loss: 2.6512, Test Loss: 0.8584
Epoch: 135/400, Duration: 6.104s, Train Loss: 2.6421, Test Loss: 0.8624
Epoch: 136/400, Duration: 6.676s, Train Loss: 2.6606, Test Loss: 1.0536
Epoch: 137/400, Duration: 6.122s, Train Loss: 2.9025, Test Loss: 1.0696
Epoch: 138/400, Duration: 6.729s, Train Loss: 2.7076, Test Loss: 0.9025
Epoch: 139/400, Duration: 6.316s, Train Loss: 2.6229, Test Loss: 1.0021
Epoch: 140/400, Duration: 6.785s, Train Loss: 2.6617, Test Loss: 0.9205
Epoch: 141/400, Duration: 6.360s, Train Loss: 2.6303, Test Loss: 0.8739
Epoch: 142/400, Duration: 6.420s, Train Loss: 2.5903, Test Loss: 0.8192
Epoch: 143/400, Duration: 6.202s, Train Loss: 2.5501, Test Loss: 0.8018
Epoch: 144/400, Duration: 5.908s, Train Loss: 2.4372, Test Loss: 0.7454
Epoch: 145/400, Duration: 5.952s, Train Loss: 2.4037, Test Loss: 0.7066
Epoch: 146/400, Duration: 6.217s, Train Loss: 2.4138, Test Loss: 0.6465
Epoch: 147/400, Duration: 6.259s, Train Loss: 2.3120, Test Loss: 0.6823
Epoch: 148/400, Duration: 6.227s, Train Loss: 2.3442, Test Loss: 0.6953
Epoch: 149/400, Duration: 6.292s, Train Loss: 2.3040, Test Loss: 0.7053
Epoch: 150/400, Duration: 6.811s, Train Loss: 2.3373, Test Loss: 0.7618
Epoch: 151/400, Duration: 6.373s, Train Loss: 2.4383, Test Loss: 0.7104
Epoch: 152/400, Duration: 6.250s, Train Loss: 2.3509, Test Loss: 0.7968
Epoch: 153/400, Duration: 6.372s, Train Loss: 2.4907, Test Loss: 0.7920
Epoch: 154/400, Duration: 6.235s, Train Loss: 2.3744, Test Loss: 0.8086
Epoch: 155/400, Duration: 6.570s, Train Loss: 2.4007, Test Loss: 0.6602
Epoch: 156/400, Duration: 6.602s, Train Loss: 2.3100, Test Loss: 0.6897
Epoch: 157/400, Duration: 6.946s, Train Loss: 2.2494, Test Loss: 0.6547
Epoch: 158/400, Duration: 6.654s, Train Loss: 2.1627, Test Loss: 0.5229
Epoch: 159/400, Duration: 6.477s, Train Loss: 2.1009, Test Loss: 0.5620
Epoch: 160/400, Duration: 6.228s, Train Loss: 2.2011, Test Loss: 0.6062
Epoch: 161/400, Duration: 6.549s, Train Loss: 2.2186, Test Loss: 0.7071
Epoch: 162/400, Duration: 6.424s, Train Loss: 2.1600, Test Loss: 0.6214
Epoch: 163/400, Duration: 6.391s, Train Loss: 2.1688, Test Loss: 0.7593
Epoch: 164/400, Duration: 6.403s, Train Loss: 2.2879, Test Loss: 0.6278
Epoch: 165/400, Duration: 6.491s, Train Loss: 2.2604, Test Loss: 0.8162
Epoch: 166/400, Duration: 6.567s, Train Loss: 2.2295, Test Loss: 0.6431
Epoch: 167/400, Duration: 6.420s, Train Loss: 2.2185, Test Loss: 0.5999
Epoch: 168/400, Duration: 6.189s, Train Loss: 2.1714, Test Loss: 0.5204
Epoch: 169/400, Duration: 6.482s, Train Loss: 2.1150, Test Loss: 0.5726
Epoch: 170/400, Duration: 6.267s, Train Loss: 2.2790, Test Loss: 0.5879
Epoch: 171/400, Duration: 6.572s, Train Loss: 2.3856, Test Loss: 0.8253
Epoch: 172/400, Duration: 6.708s, Train Loss: 2.4449, Test Loss: 0.6679
Epoch: 173/400, Duration: 6.378s, Train Loss: 2.5771, Test Loss: 0.7512
Epoch: 174/400, Duration: 6.948s, Train Loss: 2.4402, Test Loss: 0.7650
Epoch: 175/400, Duration: 6.196s, Train Loss: 2.6498, Test Loss: 1.1282
Epoch: 176/400, Duration: 6.816s, Train Loss: 2.7315, Test Loss: 0.7897
Epoch: 177/400, Duration: 6.420s, Train Loss: 2.4227, Test Loss: 0.7473
Epoch: 178/400, Duration: 6.435s, Train Loss: 2.4346, Test Loss: 0.8284
Epoch: 179/400, Duration: 6.762s, Train Loss: 2.8221, Test Loss: 1.0050
Epoch: 180/400, Duration: 6.804s, Train Loss: 2.9636, Test Loss: 1.8268
Epoch: 181/400, Duration: 6.803s, Train Loss: 3.0501, Test Loss: 0.7973
Epoch: 182/400, Duration: 6.799s, Train Loss: 3.0135, Test Loss: 1.2322
Epoch: 183/400, Duration: 6.534s, Train Loss: 3.1288, Test Loss: 1.1778
Epoch: 184/400, Duration: 6.357s, Train Loss: 3.0419, Test Loss: 1.0426
Epoch: 185/400, Duration: 6.449s, Train Loss: 3.0020, Test Loss: 1.1093
Epoch: 186/400, Duration: 6.435s, Train Loss: 3.0722, Test Loss: 1.4771
Epoch: 187/400, Duration: 6.757s, Train Loss: 3.2214, Test Loss: 1.4082
Epoch: 188/400, Duration: 6.665s, Train Loss: 3.1643, Test Loss: 1.3170
Epoch: 189/400, Duration: 6.587s, Train Loss: 2.9206, Test Loss: 1.1094
Epoch: 190/400, Duration: 6.510s, Train Loss: 2.9865, Test Loss: 1.1063
Epoch: 191/400, Duration: 7.052s, Train Loss: 2.5365, Test Loss: 0.8736
Epoch: 192/400, Duration: 6.336s, Train Loss: 2.3034, Test Loss: 0.5981
Epoch: 193/400, Duration: 6.527s, Train Loss: 2.1366, Test Loss: 0.5656
Epoch: 194/400, Duration: 6.625s, Train Loss: 2.0603, Test Loss: 0.5358
Epoch: 195/400, Duration: 6.418s, Train Loss: 2.3576, Test Loss: 0.6333
Epoch: 196/400, Duration: 6.412s, Train Loss: 2.6058, Test Loss: 0.6233
Epoch: 197/400, Duration: 6.206s, Train Loss: 2.3179, Test Loss: 0.7075
Epoch: 198/400, Duration: 6.363s, Train Loss: 2.3722, Test Loss: 0.7095
Epoch: 199/400, Duration: 6.618s, Train Loss: 2.8402, Test Loss: 1.1146
Epoch: 200/400, Duration: 6.086s, Train Loss: 2.3056, Test Loss: 0.7679
Epoch: 201/400, Duration: 6.905s, Train Loss: 2.3190, Test Loss: 0.6319
Epoch: 202/400, Duration: 6.502s, Train Loss: 2.3006, Test Loss: 0.4884
Epoch: 203/400, Duration: 6.160s, Train Loss: 2.4498, Test Loss: 0.8026
Epoch: 204/400, Duration: 6.325s, Train Loss: 2.8814, Test Loss: 1.1699
Epoch: 205/400, Duration: 6.093s, Train Loss: 2.9197, Test Loss: 1.0102
Epoch: 206/400, Duration: 5.952s, Train Loss: 2.8711, Test Loss: 1.0168
Epoch: 207/400, Duration: 6.550s, Train Loss: 2.5548, Test Loss: 1.0048
Epoch: 208/400, Duration: 5.973s, Train Loss: 2.4165, Test Loss: 0.9014
Epoch: 209/400, Duration: 6.371s, Train Loss: 2.4357, Test Loss: 1.0928
Epoch: 210/400, Duration: 6.262s, Train Loss: 2.6294, Test Loss: 0.9255
Epoch: 211/400, Duration: 6.369s, Train Loss: 2.6327, Test Loss: 1.3345
Epoch: 212/400, Duration: 6.238s, Train Loss: 2.7592, Test Loss: 0.8376
Epoch: 213/400, Duration: 6.547s, Train Loss: 2.4947, Test Loss: 1.0855
Epoch: 214/400, Duration: 6.186s, Train Loss: 2.6993, Test Loss: 0.9189
Epoch: 215/400, Duration: 6.552s, Train Loss: 2.6635, Test Loss: 0.9648
Epoch: 216/400, Duration: 6.754s, Train Loss: 2.5353, Test Loss: 0.9463
Epoch: 217/400, Duration: 6.619s, Train Loss: 2.3728, Test Loss: 0.8448
Epoch: 218/400, Duration: 6.675s, Train Loss: 2.2976, Test Loss: 1.0850
Epoch: 219/400, Duration: 6.481s, Train Loss: 2.2024, Test Loss: 0.7277
Epoch: 220/400, Duration: 6.358s, Train Loss: 2.1655, Test Loss: 0.6802
Epoch: 221/400, Duration: 6.209s, Train Loss: 2.0922, Test Loss: 0.7847
Epoch: 222/400, Duration: 6.766s, Train Loss: 2.2095, Test Loss: 0.8138
Epoch: 223/400, Duration: 5.992s, Train Loss: 2.2481, Test Loss: 0.7528
Epoch: 224/400, Duration: 6.591s, Train Loss: 2.2897, Test Loss: 0.7820
Epoch: 225/400, Duration: 6.416s, Train Loss: 2.1574, Test Loss: 0.5009
Epoch: 226/400, Duration: 6.488s, Train Loss: 1.9158, Test Loss: 0.4433
Epoch: 227/400, Duration: 6.392s, Train Loss: 1.9048, Test Loss: 0.5465
Epoch: 228/400, Duration: 6.355s, Train Loss: 2.0227, Test Loss: 0.8414
Epoch: 229/400, Duration: 6.518s, Train Loss: 2.0570, Test Loss: 0.7441
Epoch: 230/400, Duration: 6.924s, Train Loss: 2.2099, Test Loss: 0.6957
Epoch: 231/400, Duration: 6.959s, Train Loss: 2.0013, Test Loss: 0.5620
Epoch: 232/400, Duration: 6.479s, Train Loss: 1.8561, Test Loss: 0.5196
Epoch: 233/400, Duration: 6.753s, Train Loss: 1.8819, Test Loss: 0.4561
Epoch: 234/400, Duration: 6.265s, Train Loss: 1.7512, Test Loss: 0.3955
Epoch: 235/400, Duration: 6.467s, Train Loss: 1.9620, Test Loss: 0.6369
Epoch: 236/400, Duration: 7.030s, Train Loss: 2.0176, Test Loss: 0.5406
Epoch: 237/400, Duration: 6.465s, Train Loss: 1.8666, Test Loss: 0.5814
Epoch: 238/400, Duration: 6.286s, Train Loss: 2.0032, Test Loss: 0.6771
Epoch: 239/400, Duration: 6.730s, Train Loss: 1.9754, Test Loss: 0.6413
Epoch: 240/400, Duration: 6.305s, Train Loss: 1.9184, Test Loss: 0.5760
Epoch: 241/400, Duration: 6.679s, Train Loss: 2.0337, Test Loss: 0.5194
Epoch: 242/400, Duration: 6.596s, Train Loss: 1.8378, Test Loss: 0.5432
Epoch: 243/400, Duration: 6.578s, Train Loss: 2.0467, Test Loss: 0.5946
Epoch: 244/400, Duration: 6.377s, Train Loss: 1.9207, Test Loss: 0.4897
Epoch: 245/400, Duration: 6.486s, Train Loss: 1.7865, Test Loss: 0.5488
Epoch: 246/400, Duration: 6.343s, Train Loss: 1.9173, Test Loss: 0.7220
Epoch: 247/400, Duration: 6.781s, Train Loss: 2.0632, Test Loss: 0.6063
Epoch: 248/400, Duration: 6.698s, Train Loss: 1.9910, Test Loss: 0.5091
Epoch: 249/400, Duration: 6.718s, Train Loss: 1.9134, Test Loss: 0.5031
Epoch: 250/400, Duration: 6.586s, Train Loss: 1.9703, Test Loss: 0.6860
Epoch: 251/400, Duration: 6.786s, Train Loss: 2.0248, Test Loss: 0.7955
Epoch: 252/400, Duration: 6.787s, Train Loss: 1.9017, Test Loss: 0.4982
